position COMBINED_rate(cM/Mb) Genetic_Map(cM)
16041178 1.3899674066 3.9309969325
16041347 1.3960771332 3.9312318370
16041508 1.4158414077 3.9314566054
16041791 1.4782054065 3.9318572885
16042163 2.1603603415 3.9324071809
16042917 1.3446817943 3.9340360926
16043117 0.9566395764 3.9343050290
16043240 0.7156917564 3.9344226956
16045413 0.6694441449 3.9359778938
16046437 5.1622891838 3.9366634046
16046702 7.5811962764 3.9380314113
16049151 7.6662131761 3.9565977609
16049306 7.6606705480 3.9577860240
16050224 5.9720410988 3.9648185195
16050256 4.2951677823 3.9650096249
16050807 4.2951677823 3.9673762623
16051042 4.0828857826 3.9683856267
16051133 3.9373718358 3.9687571693
16054099 3.9440860414 3.9804354142
16054117 21.0649262539 3.9805064077
16055045 21.0656824416 4.0000546593
16055324 21.0656824416 4.0059319847
16055900 20.9611318780 4.0180658178
16056102 5.5192438954 4.0222999664
16056590 5.2942637263 4.0249933575
16057699 5.2938307482 4.0308646959
16059312 4.7374547094 4.0394036449
16059549 2.5513800787 4.0405264217
16060519 0.5515040607 4.0430012604
16061849 0.5348013621 4.0437347608
16062165 0.5310098911 4.0439037580
16062294 0.5290072134 4.0439722583
16065194 0.5295208338 4.0455063792
16068402 0.5655894955 4.0472050820
16070409 0.6306250759 4.0483402202
16070430 0.6813835544 4.0483534633
16071795 0.7158312771 4.0492835518
16072507 5.3428923448 4.0497932237
16074473 11.5587711367 4.0602973500
16075703 18.6106699748 4.0745146385
16076027 21.8248532088 4.0805444956
16077781 21.6857585877 4.1188252881
16077861 7.0336558909 4.1205601488
16078080 1.7344634717 4.1221005195
16078173 1.3513483470 4.1222618246
16080284 1.3627862099 4.1251145209
16081234 1.1931046519 4.1264091678
16082505 1.0740044137 4.1279256038
16082662 0.9877175496 4.1280942225
16082778 0.8615808137 4.1282087978
16082876 0.7691505386 4.1282932327
16083572 0.7323465777 4.1288285615
16085622 0.7292924402 4.1303298720
16085808 0.7260068248 4.1304655204
16089828 0.7266636185 4.1333840678
16089935 0.7282515169 4.1334618208
16090860 13.3261141248 4.1341354534
16092142 25.8128713735 4.1512195318
16092611 26.6824333450 4.1633257684
16093378 28.0047616835 4.1837911948
16094695 28.0047616835 4.2206734659
16095771 28.0047616835 4.2508065895
16097841 28.0047616835 4.3087764462
16098119 28.0047616835 4.3165617699
16098606 27.9794655678 4.3302000889
16098911 27.9176708144 4.3387338259
16101551 20.9852449466 4.4124364768
16101595 16.8691496855 4.4133598276
16102024 16.9562361890 4.4205966928
16102442 17.4391469878 4.4276843996
16102536 18.1867003354 4.4293236794
16102885 21.7109124769 4.4356708378
16102982 21.7109124769 4.4377767963
16103174 22.3493017783 4.4419452915
16104049 23.9933054708 4.4615009305
16104093 28.0232903815 4.4625566360
16104167 31.2694487861 4.4646303595
16104663 31.2694487861 4.4801400061
16104829 31.2694487861 4.4853307346
16104936 31.2694487861 4.4886765656
16105046 31.2694487861 4.4921162050
16105150 31.2694487861 4.4953682276
16105209 31.2694487861 4.4972131251
16105764 31.2694487861 4.5145676692
16106469 16.6964505710 4.5366126306
16107125 16.5537221021 4.5475655022
16107648 16.5522627653 4.5562230988
16108832 16.5613026168 4.5758209779
16109044 16.5746030219 4.5793319741
16111977 16.5847137310 4.6279452848
16113896 17.0277538742 4.6597713504
16115191 27.7576546190 4.6818222917
16115654 27.7576546190 4.6946740858
16116410 29.8521132423 4.7156588726
16118100 29.8521132423 4.7661089440
16121737 16.5258774211 4.8746810799
16122368 16.5258774211 4.8851089085
16122515 16.5258774211 4.8875382125
16123228 16.5275456770 4.8993211631
16123426 16.5305015495 4.9025936172
16124553 16.2048882383 4.9212234924
16126101 2.2129655055 4.9463086594
16126528 2.2147318532 4.9472535957
16127195 2.2045763200 4.9487308218
16128737 2.2062132843 4.9521302785
16129096 2.2093534316 4.9529223091
16130525 2.2096781803 4.9560794751
16131168 2.2116969881 4.9575002982
16138677 2.1316196264 4.9741079309
16139549 2.1190914681 4.9759667032
16140350 2.0964751348 4.9776640955
16141425 2.1082665505 4.9799178062
16142536 2.1120470540 4.9822600904
16142736 3.1529961408 4.9826824998
16143180 5.1963857576 4.9840824301
16143868 5.4364290775 4.9876575435
16144482 5.5584736001 4.9909955109
16145505 5.8901488359 4.9966818294
16146115 11.5330881402 5.0002748202
16146437 16.3768195636 5.0039884746
16146937 18.6155806838 5.0121768844
16148221 18.6155806838 5.0360792900
16148417 18.6155806838 5.0397279438
16148521 18.6100232920 5.0416639642
16149065 18.6012565475 5.0517878168
16149317 18.5905175863 5.0564753335
16149687 18.5747555905 5.0633538250
16150181 4.4151305032 5.0725297543
16151164 1.7890559836 5.0768698275
16153764 1.6566168445 5.0815213731
16161035 3.6731160890 5.0935666342
16161555 5.1903873995 5.0954766545
16162012 5.2632134605 5.0978486616
16162813 5.2580215170 5.1020644956
16163912 4.8584630207 5.1078430612
16163923 4.4648918659 5.1078965043
16163945 3.9608699429 5.1079947319
16164602 3.5099490351 5.1105970235
16165199 2.7226379892 5.1126924631
16165224 2.0224667079 5.1127605290
16165300 2.0347045299 5.1129142365
16168722 2.0340565529 5.1198769954
16169010 2.0241249802 5.1204628037
16170349 2.0255629067 5.1231731070
16170593 2.0412520233 5.1236673444
16170731 2.0897110050 5.1239490371
16171564 21.0661352435 5.1256897664
16172740 21.1230455685 5.1504635415
16173012 21.1223386813 5.1562090099
16173206 21.1223386813 5.1603067436
16173969 21.1223386813 5.1764230880
16175408 20.7527650833 5.2068181333
16176971 2.5953972445 5.2392547052
16177775 2.5502713869 5.2413414045
16178800 2.5403944927 5.2439554327
16178848 2.5359818760 5.2440773717
16179368 2.5382941522 5.2453960822
16179387 2.5412824054 5.2454443098
16179529 2.5438197033 5.2458051719
16179956 1.4435298562 5.2468913829
16180472 1.3456669040 5.2476362443
16180508 1.2591307429 5.2476846883
16180512 1.1706691273 5.2476897249
16180757 1.1326210043 5.2479765388
16183593 1.1460211422 5.2511886520
16183786 1.1523674016 5.2514098341
16184207 1.1560388179 5.2518949807
16185430 1.1567444703 5.2533088162
16189117 1.1730655499 5.2575737331
16190483 3.3935250229 5.2591761406
16190876 4.5410319592 5.2605097959
16192160 7.7187029665 5.2663404810
16193139 8.0643208675 5.2738970912
16194148 8.3046723267 5.2820339909
16194811 8.8351074586 5.2875399887
16195696 8.8597674246 5.2953590588
16196836 8.8917642640 5.3054591937
16197967 8.8927928824 5.3155157790
16198146 8.8869498775 5.3171075890
16203261 8.8416090958 5.3625643376
16205432 2.7559980113 5.3817594709
16207558 2.7475624653 5.3876187227
16207617 2.8070347284 5.3877808289
16207684 2.8482122595 5.3879689002
16207976 3.6272902562 5.3888005782
16208072 27.1793372225 5.3891487981
16209612 27.1821872960 5.4310049774
16209955 27.1821872960 5.4403284676
16210042 27.1821872960 5.4426933179
16210125 27.1821872960 5.4449494395
16210244 27.1821872960 5.4481841198
16210578 27.1087524745 5.4572629703
16211441 22.6919452527 5.4806578237
16211813 2.1498432842 5.4890992273
16212142 1.8615508353 5.4898065258
16213100 1.8610479411 5.4915898915
16214655 1.8648054772 5.4944838210
16214898 1.8708244546 5.4949369688
16218682 1.8728328384 5.5020161685
16218809 1.8766625790 5.5022540183
16220160 1.8790017457 5.5047893894
16220410 1.8842460707 5.5052591398
16221198 1.9058643651 5.5067439257
16222731 1.9169940547 5.5096656158
16224295 1.9238766551 5.5126637945
16226171 1.9899441569 5.5162729871
16226951 1.7954239162 5.5178251436
16230784 0.7999776742 5.5247070034
16231683 0.7307966647 5.5254261834
16232805 0.7535044515 5.5262461372
16233714 0.8569029953 5.5269310728
16236960 0.9905805317 5.5297125799
16238763 1.3208483089 5.5314985966
16238855 1.8950030026 5.5316201146
16240048 17.3280529155 5.5338808532
16240253 25.6542140864 5.5374331041
16240634 26.5132635306 5.5472073596
16240685 27.4087905363 5.5485595361
16241077 27.4087905363 5.5593037820
16241131 27.4087905363 5.5607838566
16241458 27.4087905363 5.5697465312
16241476 27.4087905363 5.5702398894
16241535 27.4087905363 5.5718570080
16241659 27.4087905363 5.5752556981
16242147 27.2927942435 5.5886311878
16242268 25.3094661409 5.5919336159
16246198 11.2363126658 5.6913998179
16246989 8.2905833405 5.7002877412
16247492 4.1879883905 5.7044579046
16247549 0.9760086636 5.7046966199
16248536 0.8943558904 5.7056599405
16249334 0.8731691174 5.7063736365
16255554 0.8974213408 5.7118047484
16255564 0.9212563252 5.7118137226
16260070 0.9603388600 5.7159649036
16260143 1.0073778708 5.7160350084
16263220 1.1125577258 5.7191347101
16265697 1.1337071914 5.7218905156
16266806 1.2720866167 5.7231477968
16267147 1.5001196508 5.7235815784
16267534 1.6392655766 5.7241621247
16268609 1.1468380575 5.7259243352
16268621 0.6597325498 5.7259380972
16268812 0.4022608962 5.7260641061
16268891 0.1595028441 5.7260958848
16270073 0.1577512853 5.7262844171
16270558 0.1622405576 5.7263609265
16270752 0.1672390125 5.7263924012
16271053 0.1691311648 5.7264427401
16271078 0.1892538490 5.7264469684
16271234 0.2445287740 5.7264764920
16271554 2.7110972245 5.7265547412
16272371 11.3398183997 5.7287697076
16272618 22.0750739054 5.7315706428
16273850 7.0173367165 5.7587671338
16274083 2.1665418626 5.7604021733
16274158 2.0107224463 5.7605646639
16274901 2.0171219297 5.7620586307
16275051 2.0115042643 5.7623611990
16275551 2.0140052356 5.7633669511
16276206 1.9998842655 5.7646861245
16276534 2.0036482549 5.7653420866
16277544 2.2339727548 5.7673657713
16277608 2.5029871141 5.7675087456
16278098 2.5067574220 5.7687352093
16278402 2.5093284774 5.7694972635
16278858 2.5201237085 5.7706415173
16279113 3.4709233755 5.7712841488
16279136 4.6223003497 5.7713639801
16279175 5.9963468148 5.7715442498
16279209 6.0008327364 5.7717481256
16279518 6.4064323561 5.7736023829
16279634 6.4064323561 5.7743455291
16279841 6.4053175635 5.7756716606
16281683 2.4212659020 5.7874702555
16281925 2.3861581498 5.7880562019
16282023 2.3636688066 5.7882900454
16282056 1.8562405472 5.7883680464
16283330 0.7143798411 5.7907328969
16283550 0.5464587369 5.7908900604
16283838 0.5096712385 5.7910474406
16283865 0.4824619260 5.7910612017
16283914 0.4702989633 5.7910848423
16283917 0.4663553683 5.7910862532
16284558 0.3793780316 5.7913851870
16284866 0.3353329825 5.7915020354
16284931 0.2962116187 5.7915238321
16284959 0.2622442273 5.7915321260
16285148 0.2483807998 5.7915816902
16285346 0.2404628214 5.7916308696
16285851 0.2384602587 5.7917523033
16286513 0.2379750931 5.7919101640
16288162 2.2133395673 5.7923025849
16288285 7.7199725418 5.7925748257
16289524 9.8816597048 5.8021398717
16289998 9.8690990125 5.8068237784
16290440 9.7405379371 5.8111859201
16290586 8.9835427814 5.8126080387
16290638 8.1758824905 5.8130751829
16290844 3.3959948787 5.8147594147
16292086 1.5695934343 5.8189772403
16292139 0.4983072250 5.8190604288
16292220 0.4092630180 5.8191007917
16292423 0.3979761597 5.8191838720
16292796 0.3974595994 5.8193323172
16292881 0.3963239705 5.8193661012
16292894 0.3968828079 5.8193712534
16293785 0.3968458789 5.8197248760
16293989 1.1837909979 5.8198058326
16294004 2.0750427138 5.8198235894
16295330 2.0752854330 5.8225750961
16295430 2.2722979710 5.8227826246
16295744 6.0989594831 5.8234961262
16296116 6.1454776352 5.8257649391
16296235 6.1474805331 5.8264962509
16296414 4.7296991516 5.8275966500
16296491 4.7305272061 5.8279608368
16296547 0.3871536971 5.8282257463
16298345 0.3917818898 5.8289218487
16299366 0.4306588416 5.8293218580
16300802 1.0068495006 5.8299402841
16302198 1.0085991014 5.8313458460
16302735 1.0116249071 5.8318874637
16302770 1.0131090152 5.8319228706
16304976 0.2751766621 5.8341577891
16306802 0.2582608220 5.8346602616
16306847 0.2451688273 5.8346718834
16307160 0.2368759783 5.8347486212
16307861 0.2737160422 5.8349146713
16309675 0.2740982286 5.8354111922
16309926 0.2751023613 5.8354799908
16310263 0.2763244576 5.8355727003
16311483 0.2794981623 5.8359098162
16311566 0.2831961701 5.8359330145
16311722 0.2834794981 5.8359771931
16312686 0.2868630684 5.8362504674
16317630 0.2866460870 5.8376687184
16319816 0.2861674761 5.8382953267
16319887 0.2858887356 5.8383156446
16320157 0.2855715756 5.8383928346
16320494 0.2856016581 5.8384890722
16320737 0.2852634974 5.8385584734
16322014 29.8200509086 5.8389227549
16322684 29.8200509086 5.8589021890
16322872 29.8200509086 5.8645083586
16322912 29.8200509086 5.8657011606
16322992 29.8200509086 5.8680867647
16323200 19.2211409385 5.8742893353
16323333 16.1856681304 5.8768457470
16323430 15.9748176233 5.8784157568
16323467 1.0068638527 5.8790068251
16323600 1.0062998681 5.8791407379
16325047 1.0056625164 5.8805968539
16325424 1.0051010387 5.8809759886
16326168 1.0043291221 5.8817237838
16326202 1.0045624902 5.8817579310
16326287 1.0044986059 5.8818433188
16327371 1.0039086450 5.8829321953
16328473 1.0041584563 5.8840385026
16328917 1.0041096881 5.8844843490
16328957 1.0046185060 5.8845245134
16332623 1.0024601825 5.8882074448
16333360 0.9985408480 5.8889462580
16333763 0.9968138172 5.8893486699
16334739 0.9949620442 5.8903215602
16336368 0.9928089054 5.8919423534
16336887 0.9915230500 5.8924576212
16338441 0.9924600413 5.8939984480
16341525 1.2474697442 5.8970591948
16343563 1.8139472130 5.8996015381
16345531 2.0118175077 5.9031713862
16345843 1.9996764676 5.9037990733
16346172 1.9678434777 5.9044569669
16346816 1.8165972654 5.9057242581
16348311 1.7628478020 5.9084400710
16351225 1.5732967332 5.9135770095
16351841 1.4442264309 5.9145461602
16351883 1.2898028185 5.9146068178
16353032 0.8864248598 5.9160888012
16353664 0.4488137692 5.9166490217
16355834 0.4486029031 5.9176229476
16357024 0.4509395510 5.9181567850
16358600 0.4592600711 5.9188674658
16361045 0.7026457343 5.9199903566
16362400 3.4693066292 5.9209424416
16362621 14.7192724329 5.9217091584
16365560 14.7290372238 5.9649691001
16365994 14.7275822881 5.9713615022
16366344 14.7089929569 5.9765161560
16366811 14.7023968275 5.9833852557
16367057 14.6988943340 5.9870020454
16367962 14.6955273347 6.0003045447
16368394 14.6885324833 6.0066530125
16369347 36.2614812513 6.0206511840
16369378 67.8219921792 6.0217752899
16370258 67.8219921792 6.0814586430
16370606 67.8219921792 6.1050606963
16370852 13.6188358296 6.1217449064
16372131 1.6572160201 6.1391633974
16372437 1.5466977061 6.1396705055
16372460 1.4421126446 6.1397060796
16372469 1.4403129527 6.1397190586
16373393 1.2058130929 6.1410499077
16374585 0.8601395104 6.1424872369
16374639 0.4099603587 6.1425336845
16375865 0.4105244267 6.1430362959
16376579 0.4070898863 6.1433294103
16376931 0.4059831262 6.1434727060
16377454 0.4068062938 6.1436850351
16377569 0.4096168976 6.1437318179
16377619 0.4112014533 6.1437522987
16377628 0.4133425141 6.1437559995
16378254 0.4048362113 6.1440147519
16378807 0.4006646368 6.1442386264
16379158 0.3984645778 6.1443792596
16381375 0.3983883956 6.1452626556
16382105 0.4058933938 6.1455534791
16382160 0.4178771867 6.1455758033
16382892 1.2706310390 6.1458816894
16383030 1.2711208908 6.1460570365
16385596 0.6745456701 6.1493187327
16385947 0.4331795110 6.1495554982
16386236 0.3125237566 6.1496806871
16387674 0.3085760834 6.1501300962
16389909 0.3145200091 6.1508197638
16390706 0.4412513335 6.1510704362
16390802 0.6288962215 6.1511127964
16390945 0.9156628349 6.1512027285
16391195 0.9156573500 6.1514316442
16391380 1.4659508353 6.1516010408
16392012 1.5220565974 6.1525275218
16392158 1.7425271840 6.1527497420
16392276 2.2622467674 6.1529553602
16393427 0.6041116499 6.1555592063
16393723 0.0570687559 6.1557380233
16395179 0.0556565611 6.1558211154
16395339 0.0555127679 6.1558300205
16395502 0.0555792505 6.1558390691
16395567 0.0555131928 6.1558426817
16396508 0.0563061973 6.1558949196
16398489 0.1088733967 6.1560064622
16398509 0.1567182114 6.1560086397
16398604 0.2019515237 6.1560235279
16398940 0.2019515237 6.1560913836
16399539 0.2562795377 6.1562123526
16400773 0.2743404646 6.1565286015
16400796 0.2892938186 6.1565349113
16400856 0.3018956533 6.1565522690
16401505 0.3570600318 6.1567481993
16401604 0.4298126607 6.1567835482
16401760 0.5566691689 6.1568505990
16405095 0.5560046437 6.1587070907
16405580 0.2861849982 6.1589767529
16407334 0.2887170932 6.1594787214
16407656 0.2883299651 6.1595716883
16407977 3.1108411294 6.1596642422
16409546 3.1108504981 6.1645451519
16410667 3.5337290483 6.1680324154
16410738 3.5337564694 6.1682833101
16410891 3.5855157644 6.1688239749
16411544 3.5920520570 6.1711653167
16412226 5.5145500949 6.1736150962
16412245 5.5161727959 6.1737198726
16412259 11.8101837547 6.1737970990
16413199 4.0786550294 6.1848986718
16416388 3.8392065878 6.1979055026
16416431 3.5388934910 6.1980705885
16418176 3.5372848392 6.2042459577
16418786 3.5285814821 6.2064037014
16418910 3.5163731391 6.2068412455
16419612 3.5064069107 6.2093097395
16422216 3.5055026714 6.2184404231
16422376 3.5049303301 6.2190013035
16423090 3.5135387539 6.2215038237
16427028 3.4838824767 6.2353401394
16427058 3.4618141005 6.2354446558
16427163 3.4488247846 6.2358081463
16427231 6.0862594769 6.2360426664
16429681 11.5652989868 6.2509540021
16433496 11.5879663010 6.2950756178
16435234 8.8897328588 6.3152155032
16435357 3.8987883356 6.3163089403
16435605 3.6709437300 6.3172758398
16435690 3.6784257536 6.3175878700
16435873 3.6655420163 6.3182610220
16435876 3.6475098375 6.3182720186
16437546 3.6547311407 6.3243633600
16441337 3.9992967679 6.3382184458
16442891 3.5809168207 6.3444333529
16442987 1.2772047927 6.3447771210
16448785 1.0611322587 6.3521823544
16448881 0.8655670764 6.3522842230
16450496 1.2956226080 6.3536821139
16450544 1.6947799905 6.3537443038
16450978 1.6938585516 6.3544798383
16451444 0.8445697828 6.3552691764
16452623 0.7855037754 6.3562649241
16452768 0.7210136855 6.3563788222
16453592 0.6651319675 6.3569729375
16454684 0.6586422163 6.3576992616
16455263 0.6588520948 6.3580806154
16455417 0.6572280442 6.3581820786
16456523 0.6576389003 6.3589089729
16456546 0.6579456018 6.3589240985
16457640 0.6573140698 6.3596438910
16457720 0.6561879116 6.3596964762
16457829 0.6556867144 6.3597680006
